chrX,1,120001,1
chrX,120002,240002,2
chrX,240003,360003,3
chrX,360004,480004,4
chrX,480005,600005,5
chrX,600006,720006,6
chrX,720007,840007,7
chrX,840008,960008,8
chrX,960009,1080009,9
chrX,1080010,1200010,10
chrX,1200011,1320011,11
chrX,1320012,1440012,12
chrX,1440013,1560013,13
chrX,1560014,1680014,14
chrX,1680015,1800015,15
chrX,1800016,1920016,16
chrX,1920017,2040017,17
chrX,2040018,2160018,18
chrX,2160019,2280019,19
chrX,2280020,2400020,20
chrX,2400021,2520021,21
chrX,2520022,2640022,22
chrX,2640023,2760023,23
chrX,2760024,2880024,24
chrX,2880025,3000025,25
chrX,3000026,3120026,26
chrX,3120027,3240027,27
chrX,3240028,3360028,28
chrX,3360029,3480029,29
chrX,3480030,3600030,30
chrX,3600031,3720031,31
chrX,3720032,3840032,32
chrX,3840033,3960033,33
chrX,3960034,4080034,34
chrX,4080035,4200035,35
chrX,4200036,4320036,36
chrX,4320037,4440037,37
chrX,4440038,4560038,38
chrX,4560039,4680039,39
chrX,4680040,4800040,40
chrX,4800041,4920041,41
chrX,4920042,5040042,42
chrX,5040043,5160043,43
chrX,5160044,5280044,44
chrX,5280045,5400045,45
chrX,5400046,5520046,46
chrX,5520047,5640047,47
chrX,5640048,5760048,48
chrX,5760049,5880049,49
chrX,5880050,6000050,50
chrX,6000051,6120051,51
chrX,6120052,6240052,52
chrX,6240053,6360053,53
chrX,6360054,6480054,54
chrX,6480055,6600055,55
chrX,6600056,6720056,56
chrX,6720057,6840057,57
chrX,6840058,6960058,58
chrX,6960059,7080059,59
chrX,7080060,7200060,60
chrX,7200061,7320061,61
chrX,7320062,7440062,62
chrX,7440063,7560063,63
chrX,7560064,7680064,64
chrX,7680065,7800065,65
chrX,7800066,7920066,66
chrX,7920067,8040067,67
chrX,8040068,8160068,68
chrX,8160069,8280069,69
chrX,8280070,8400070,70
chrX,8400071,8520071,71
chrX,8520072,8640072,72
chrX,8640073,8760073,73
chrX,8760074,8880074,74
chrX,8880075,9000075,75
chrX,9000076,9120076,76
chrX,9120077,9240077,77
chrX,9240078,9360078,78
chrX,9360079,9480079,79
chrX,9480080,9600080,80
chrX,9600081,9720081,81
chrX,9720082,9840082,82
chrX,9840083,9960083,83
chrX,9960084,10080084,84
chrX,10080085,10200085,85
chrX,10200086,10320086,86
chrX,10320087,10440087,87
chrX,10440088,10560088,88
chrX,10560089,10680089,89
chrX,10680090,10800090,90
chrX,10800091,10920091,91
chrX,10920092,11040092,92
chrX,11040093,11160093,93
chrX,11160094,11280094,94
chrX,11280095,11400095,95
chrX,11400096,11520096,96
chrX,11520097,11640097,97
chrX,11640098,11760098,98
chrX,11760099,11880099,99
chrX,11880100,12000100,100
chrX,12000101,12120101,101
chrX,12120102,12240102,102
chrX,12240103,12360103,103
chrX,12360104,12480104,104
chrX,12480105,12600105,105
chrX,12600106,12720106,106
chrX,12720107,12840107,107
chrX,12840108,12960108,108
chrX,12960109,13080109,109
chrX,13080110,13200110,110
chrX,13200111,13320111,111
chrX,13320112,13440112,112
chrX,13440113,13560113,113
chrX,13560114,13680114,114
chrX,13680115,13800115,115
chrX,13800116,13920116,116
chrX,13920117,14040117,117
chrX,14040118,14160118,118
chrX,14160119,14280119,119
chrX,14280120,14400120,120
chrX,14400121,14520121,121
chrX,14520122,14640122,122
chrX,14640123,14760123,123
chrX,14760124,14880124,124
chrX,14880125,15000125,125
chrX,15000126,15120126,126
chrX,15120127,15240127,127
chrX,15240128,15360128,128
chrX,15360129,15480129,129
chrX,15480130,15600130,130
chrX,15600131,15720131,131
chrX,15720132,15840132,132
chrX,15840133,15960133,133
chrX,15960134,16080134,134
chrX,16080135,16200135,135
chrX,16200136,16320136,136
chrX,16320137,16440137,137
chrX,16440138,16560138,138
chrX,16560139,16680139,139
chrX,16680140,16800140,140
chrX,16800141,16920141,141
chrX,16920142,17040142,142
chrX,17040143,17160143,143
chrX,17160144,17280144,144
chrX,17280145,17400145,145
chrX,17400146,17520146,146
chrX,17520147,17640147,147
chrX,17640148,17760148,148
chrX,17760149,17880149,149
chrX,17880150,18000150,150
chrX,18000151,18120151,151
chrX,18120152,18240152,152
chrX,18240153,18360153,153
chrX,18360154,18480154,154
chrX,18480155,18600155,155
chrX,18600156,18720156,156
chrX,18720157,18840157,157
chrX,18840158,18960158,158
chrX,18960159,19080159,159
chrX,19080160,19200160,160
chrX,19200161,19320161,161
chrX,19320162,19440162,162
chrX,19440163,19560163,163
chrX,19560164,19680164,164
chrX,19680165,19800165,165
chrX,19800166,19920166,166
chrX,19920167,20040167,167
chrX,20040168,20160168,168
chrX,20160169,20280169,169
chrX,20280170,20400170,170
chrX,20400171,20520171,171
chrX,20520172,20640172,172
chrX,20640173,20760173,173
chrX,20760174,20880174,174
chrX,20880175,21000175,175
chrX,21000176,21120176,176
chrX,21120177,21240177,177
chrX,21240178,21360178,178
chrX,21360179,21480179,179
chrX,21480180,21600180,180
chrX,21600181,21720181,181
chrX,21720182,21840182,182
chrX,21840183,21960183,183
chrX,21960184,22080184,184
chrX,22080185,22200185,185
chrX,22200186,22320186,186
chrX,22320187,22440187,187
chrX,22440188,22560188,188
chrX,22560189,22680189,189
chrX,22680190,22800190,190
chrX,22800191,22920191,191
chrX,22920192,23040192,192
chrX,23040193,23160193,193
chrX,23160194,23280194,194
chrX,23280195,23400195,195
chrX,23400196,23520196,196
chrX,23520197,23640197,197
chrX,23640198,23760198,198
chrX,23760199,23880199,199
chrX,23880200,24000200,200
chrX,24000201,24120201,201
chrX,24120202,24240202,202
chrX,24240203,24360203,203
chrX,24360204,24480204,204
chrX,24480205,24600205,205
chrX,24600206,24720206,206
chrX,24720207,24840207,207
chrX,24840208,24960208,208
chrX,24960209,25080209,209
chrX,25080210,25200210,210
chrX,25200211,25320211,211
chrX,25320212,25440212,212
chrX,25440213,25560213,213
chrX,25560214,25680214,214
chrX,25680215,25800215,215
chrX,25800216,25920216,216
chrX,25920217,26040217,217
chrX,26040218,26160218,218
chrX,26160219,26280219,219
chrX,26280220,26400220,220
chrX,26400221,26520221,221
chrX,26520222,26640222,222
chrX,26640223,26760223,223
chrX,26760224,26880224,224
chrX,26880225,27000225,225
chrX,27000226,27120226,226
chrX,27120227,27240227,227
chrX,27240228,27360228,228
chrX,27360229,27480229,229
chrX,27480230,27600230,230
chrX,27600231,27720231,231
chrX,27720232,27840232,232
chrX,27840233,27960233,233
chrX,27960234,28080234,234
chrX,28080235,28200235,235
chrX,28200236,28320236,236
chrX,28320237,28440237,237
chrX,28440238,28560238,238
chrX,28560239,28680239,239
chrX,28680240,28800240,240
chrX,28800241,28920241,241
chrX,28920242,29040242,242
chrX,29040243,29160243,243
chrX,29160244,29280244,244
chrX,29280245,29400245,245
chrX,29400246,29520246,246
chrX,29520247,29640247,247
chrX,29640248,29760248,248
chrX,29760249,29880249,249
chrX,29880250,30000250,250
chrX,30000251,30120251,251
chrX,30120252,30240252,252
chrX,30240253,30360253,253
chrX,30360254,30480254,254
chrX,30480255,30600255,255
chrX,30600256,30720256,256
chrX,30720257,30840257,257
chrX,30840258,30960258,258
chrX,30960259,31080259,259
chrX,31080260,31200260,260
chrX,31200261,31320261,261
chrX,31320262,31440262,262
chrX,31440263,31560263,263
chrX,31560264,31680264,264
chrX,31680265,31800265,265
chrX,31800266,31920266,266
chrX,31920267,32040267,267
chrX,32040268,32160268,268
chrX,32160269,32280269,269
chrX,32280270,32400270,270
chrX,32400271,32520271,271
chrX,32520272,32640272,272
chr2L,1,120001,273
chr2L,120002,240002,274
chr2L,240003,360003,275
chr2L,360004,480004,276
chr2L,480005,600005,277
chr2L,600006,720006,278
chr2L,720007,840007,279
chr2L,840008,960008,280
chr2L,960009,1080009,281
chr2L,1080010,1200010,282
chr2L,1200011,1320011,283
chr2L,1320012,1440012,284
chr2L,1440013,1560013,285
chr2L,1560014,1680014,286
chr2L,1680015,1800015,287
chr2L,1800016,1920016,288
chr2L,1920017,2040017,289
chr2L,2040018,2160018,290
chr2L,2160019,2280019,291
chr2L,2280020,2400020,292
chr2L,2400021,2520021,293
chr2L,2520022,2640022,294
chr2L,2640023,2760023,295
chr2L,2760024,2880024,296
chr2L,2880025,3000025,297
chr2L,3000026,3120026,298
chr2L,3120027,3240027,299
chr2L,3240028,3360028,300
chr2L,3360029,3480029,301
chr2L,3480030,3600030,302
chr2L,3600031,3720031,303
chr2L,3720032,3840032,304
chr2L,3840033,3960033,305
chr2L,3960034,4080034,306
chr2L,4080035,4200035,307
chr2L,4200036,4320036,308
chr2L,4320037,4440037,309
chr2L,4440038,4560038,310
chr2L,4560039,4680039,311
chr2L,4680040,4800040,312
chr2L,4800041,4920041,313
chr2L,4920042,5040042,314
chr2L,5040043,5160043,315
chr2L,5160044,5280044,316
chr2L,5280045,5400045,317
chr2L,5400046,5520046,318
chr2L,5520047,5640047,319
chr2L,5640048,5760048,320
chr2L,5760049,5880049,321
chr2L,5880050,6000050,322
chr2L,6000051,6120051,323
chr2L,6120052,6240052,324
chr2L,6240053,6360053,325
chr2L,6360054,6480054,326
chr2L,6480055,6600055,327
chr2L,6600056,6720056,328
chr2L,6720057,6840057,329
chr2L,6840058,6960058,330
chr2L,6960059,7080059,331
chr2L,7080060,7200060,332
chr2L,7200061,7320061,333
chr2L,7320062,7440062,334
chr2L,7440063,7560063,335
chr2L,7560064,7680064,336
chr2L,7680065,7800065,337
chr2L,7800066,7920066,338
chr2L,7920067,8040067,339
chr2L,8040068,8160068,340
chr2L,8160069,8280069,341
chr2L,8280070,8400070,342
chr2L,8400071,8520071,343
chr2L,8520072,8640072,344
chr2L,8640073,8760073,345
chr2L,8760074,8880074,346
chr2L,8880075,9000075,347
chr2L,9000076,9120076,348
chr2L,9120077,9240077,349
chr2L,9240078,9360078,350
chr2L,9360079,9480079,351
chr2L,9480080,9600080,352
chr2L,9600081,9720081,353
chr2L,9720082,9840082,354
chr2L,9840083,9960083,355
chr2L,9960084,10080084,356
chr2L,10080085,10200085,357
chr2L,10200086,10320086,358
chr2L,10320087,10440087,359
chr2L,10440088,10560088,360
chr2L,10560089,10680089,361
chr2L,10680090,10800090,362
chr2L,10800091,10920091,363
chr2L,10920092,11040092,364
chr2L,11040093,11160093,365
chr2L,11160094,11280094,366
chr2L,11280095,11400095,367
chr2L,11400096,11520096,368
chr2L,11520097,11640097,369
chr2L,11640098,11760098,370
chr2L,11760099,11880099,371
chr2L,11880100,12000100,372
chr2L,12000101,12120101,373
chr2L,12120102,12240102,374
chr2L,12240103,12360103,375
chr2L,12360104,12480104,376
chr2L,12480105,12600105,377
chr2L,12600106,12720106,378
chr2L,12720107,12840107,379
chr2L,12840108,12960108,380
chr2L,12960109,13080109,381
chr2L,13080110,13200110,382
chr2L,13200111,13320111,383
chr2L,13320112,13440112,384
chr2L,13440113,13560113,385
chr2L,13560114,13680114,386
chr2L,13680115,13800115,387
chr2L,13800116,13920116,388
chr2L,13920117,14040117,389
chr2L,14040118,14160118,390
chr2L,14160119,14280119,391
chr2L,14280120,14400120,392
chr2L,14400121,14520121,393
chr2L,14520122,14640122,394
chr2L,14640123,14760123,395
chr2L,14760124,14880124,396
chr2L,14880125,15000125,397
chr2L,15000126,15120126,398
chr2L,15120127,15240127,399
chr2L,15240128,15360128,400
chr2L,15360129,15480129,401
chr2L,15480130,15600130,402
chr2L,15600131,15720131,403
chr2L,15720132,15840132,404
chr2L,15840133,15960133,405
chr2L,15960134,16080134,406
chr2L,16080135,16200135,407
chr2L,16200136,16320136,408
chr2L,16320137,16440137,409
chr2L,16440138,16560138,410
chr2L,16560139,16680139,411
chr2L,16680140,16800140,412
chr2L,16800141,16920141,413
chr2L,16920142,17040142,414
chr2L,17040143,17160143,415
chr2L,17160144,17280144,416
chr2L,17280145,17400145,417
chr2L,17400146,17520146,418
chr2L,17520147,17640147,419
chr2L,17640148,17760148,420
chr2L,17760149,17880149,421
chr2L,17880150,18000150,422
chr2L,18000151,18120151,423
chr2L,18120152,18240152,424
chr2L,18240153,18360153,425
chr2L,18360154,18480154,426
chr2L,18480155,18600155,427
chr2L,18600156,18720156,428
chr2L,18720157,18840157,429
chr2L,18840158,18960158,430
chr2L,18960159,19080159,431
chr2L,19080160,19200160,432
chr2L,19200161,19320161,433
chr2L,19320162,19440162,434
chr2L,19440163,19560163,435
chr2L,19560164,19680164,436
chr2L,19680165,19800165,437
chr2L,19800166,19920166,438
chr2L,19920167,20040167,439
chr2L,20040168,20160168,440
chr2L,20160169,20280169,441
chr2L,20280170,20400170,442
chr2L,20400171,20520171,443
chr2L,20520172,20640172,444
chr2L,20640173,20760173,445
chr2L,20760174,20880174,446
chr2L,20880175,21000175,447
chr2L,21000176,21120176,448
chr2L,21120177,21240177,449
chr2L,21240178,21360178,450
chr2L,21360179,21480179,451
chr2L,21480180,21600180,452
chr2L,21600181,21720181,453
chr2L,21720182,21840182,454
chr2L,21840183,21960183,455
chr2L,21960184,22080184,456
chr2L,22080185,22200185,457
chr2L,22200186,22320186,458
chr2L,22320187,22440187,459
chr2L,22440188,22560188,460
chr2L,22560189,22680189,461
chr2L,22680190,22800190,462
chr2L,22800191,22920191,463
chr2L,22920192,23040192,464
chr2L,23040193,23160193,465
chr2L,23160194,23280194,466
chr2L,23280195,23400195,467
chr2L,23400196,23520196,468
chr2L,23520197,23640197,469
chr2L,23640198,23760198,470
chr2L,23760199,23880199,471
chr2L,23880200,24000200,472
chr2L,24000201,24120201,473
chr2L,24120202,24240202,474
chr2L,24240203,24360203,475
chr2L,24360204,24480204,476
chr2L,24480205,24600205,477
chr2L,24600206,24720206,478
chr2L,24720207,24840207,479
chr2L,24840208,24960208,480
chr2L,24960209,25080209,481
chr2L,25080210,25200210,482
chr2L,25200211,25320211,483
chr2L,25320212,25440212,484
chr2L,25440213,25560213,485
chr2L,25560214,25680214,486
chr2L,25680215,25800215,487
chr2L,25800216,25920216,488
chr2L,25920217,26040217,489
chr2L,26040218,26160218,490
chr2L,26160219,26280219,491
chr2L,26280220,26400220,492
chr2L,26400221,26520221,493
chr2L,26520222,26640222,494
chr2R,1,120001,495
chr2R,120002,240002,496
chr2R,240003,360003,497
chr2R,360004,480004,498
chr2R,480005,600005,499
chr2R,600006,720006,500
